CEEB Code,School Name,City,State,Postcode
051424,SOMMER HAVEN CHURCH SCHOOL,LANCASTER,CA,93536
051447,CHALLENGER CENTER SCHOOL,LANCASTER,CA,93536
051494,JOSHUA CHRISTIAN HIGH SCHOOL,LANCASTER,CA,93534
051869,SOAR HIGH SCHOOL,LANCASTER,CA,93536
054040,DESERT SANDS CHARTER HIGH SCH,LANCASTER,CA,93534
054060,EASTSIDE HIGH SCHOOL,LANCASTER,CA,93535
054659,ACADEMIES OF ANTELOPE VALLEY,LANCASTER,CA,93536
054765,ASSURANCE LEARNING ACADEMY,LANCASTER,CA,93535
059811,AMARGOSA CREEK MIDDLE SCHOOL,LANCASTER,CA,93536
059238,DEL SUR SCHOOL,LANCASTER,CA,93536
003717,WEST COAST BAPTIST COLLEGE,LANCASTER,CA,93535
006606,UNIVERSITY OF ANTELOPE VALLEY,LANCASTER,CA,93534
051361,REDWOOD HIGH SCHOOL,LARKSPUR,CA,94939
051366,SAN ANDREAS HIGH SCHOOL,LARKSPUR,CA,94939
051396,TAMISCAL HIGH SCHOOL,LARKSPUR,CA,94939
054585,TAMALPAIS ADULT SCHOOL,LARKSPUR,CA,94939
054267,LATHROP HIGH SCHOOL,LATHROP,CA,95330
002720,ITT TECHNICAL INST LATHROP,LATHROP,CA,95330
051618,DELTA CHARTER ONLINE 2,LATHROP,CA,95330
054957,DELTA KEYS CHARTER SCHOOL,LATHROP,CA,95330
051363,LATON HIGH SCHOOL,LATON,CA,93242
051375,LEUZINGER HIGH SCHOOL,LAWNDALE,CA,90260
051391,R K LLOYDE HIGH SCHOOL,LAWNDALE,CA,90260
051431,LAWNDALE HIGH SCHOOL,LAWNDALE,CA,90260
051472,ENVIRONMENTAL CHARTER HS,LAWNDALE,CA,90260
054754,CENTINELA VALLEY INDEPENDENT,LAWNDALE,CA,90260
054755,SOUTH BAY ACADEMY CMNTY DAY,LAWNDALE,CA,90260
054896,FAMILY FIRST CHARTER SCHOOL,LAWNDALE,CA,90260
051380,LAYTONVILLE HIGH SCHOOL,LAYTONVILLE,CA,95454
051395,LE GRAND UNION HIGH SCHOOL LE,GRAND,CA,95333
051416,FRAZIER MOUNTAIN HIGH SCHOOL,LEBEC,CA,93243
059631,EL TEJON SCHOOL,LEBEC,CA,93243
051385,LEE VINING HIGH SCHOOL LEE,VINING,CA,93541
051390,LEGGETT VALLEY SCHOOL,LEGGETT,CA,95585
051419,SHILOH CHRISTIAN ACADEMY LEMON,GROVE,CA,91945
052849,LIGHTHOUSE CHRISTIAN ACADEMY LEMON,GROVE,CA,91945
054304,LITERACY FIRST CHARTER SCHOOLS LEMON,GROVE,CA,91945
059086,LEMON GROVE ACADEMY LEMON,GROVE,CA,91945
059230,PALM MIDDLE SCHOOL LEMON,GROVE,CA,91945
051399,KINGS CHRISTIAN HIGH SCHOOL,LEMOORE,CA,93245
051400,LEMOORE UNION HIGH SCHOOL,LEMOORE,CA,93245
051536,LEMOORE MIDDLE COLLEGE HS,LEMOORE,CA,93245
051537,JAMISON HIGH SCHOOL,LEMOORE,CA,93245
004934,W HILLS CC UPW BOUND MATH & SC,LEMOORE,CA,93245
005500,WEST HILLS COLL LEMOORE,LEMOORE,CA,93245
051746,LEMOORE ONLINE COLLEGE PREP HS,LEMOORE,CA,93245
051296,PARTNERSHIPS STUDNT CENTER LRN,LINCOLN,CA,95648
051405,LINCOLN HIGH SCHOOL,LINCOLN,CA,95648
051406,PHOENIX HIGH SCHOOL,LINCOLN,CA,95648
051427,HORIZON CHARTER SCHOOL,LINCOLN,CA,95648
059792,GLEN EDWARDS MIDDLE SCHOOL,LINCOLN,CA,95648
059222,TWELVE BRIDGES MIDDLE SCHOOL,LINCOLN,CA,95648
054949,ATLAS LEARNING ACADEMY,LINCOLN,CA,95648
051410,LINDEN HIGH SCHOOL,LINDEN,CA,95236
051294,JOHN J CAIRNS HIGH SCHOOL,LINDSAY,CA,93247
051415,LINDSAY HIGH SCHOOL,LINDSAY,CA,93247
051418,LITTLEROCK HIGH SCHOOL,LITTLEROCK,CA,93543
051824,DESERT BLOSSOM CRST DEVLP INST,LITTLEROCK,CA,93543
051420,LIVE OAK HIGH SCHOOL LIVE,OAK,CA,95953
051519,VALLEY OAK HIGH SCHOOL LIVE,OAK,CA,95953
051524,LIVE OAK ALTERNATIVE SCHOOL LIVE,OAK,CA,95953
051422,DEL VALLE HIGH SCHOOL,LIVERMORE,CA,94550
051423,GRANADA HIGH SCHOOL,LIVERMORE,CA,94550
051425,LIVERMORE HIGH SCHOOL,LIVERMORE,CA,94550
051541,LIVERMORE VALLEY CHRTR PREP HS,LIVERMORE,CA,94551
053886,VINEYARD ALTERNATIVE SCHOOL,LIVERMORE,CA,94550
050269,SQUAW VALLEY ACADEMY-BAY AREA,LIVERMORE,CA,94551
006507,LAS POSITAS COLLEGE,LIVERMORE,CA,94550
050480,KINGS CLASSICAL ACADEMY,LIVERMORE,CA,94550
050182,MERISMOS CHRISTIAN SCHOOL,LIVINGSTON,CA,95334
051430,LIVINGSTON HIGH SCHOOL,LIVINGSTON,CA,95334
051435,LODI ACADEMY,LODI,CA,95240
051436,LODI ADULT SCHOOL,LODI,CA,95240
051437,LIBERTY HIGH SCHOOL,LODI,CA,95240
051440,TOKAY HIGH SCHOOL,LODI,CA,95240
051441,LODI HIGH SCHOOL,LODI,CA,95242
051444,JIM ELLIOT CHRISTIAN HS,LODI,CA,95242
051539,INDEPENDENCE SCHOOL,LODI,CA,95242
053443,LIFE TRAINING ACADEMY,LODI,CA,95242
054546,RIO VALLEY CHARTER SCHOOL,LODI,CA,95240
054791,VISTA OAKS CHARTER SCHOOL,LODI,CA,95242
059529,LODI MIDDLE SCHOOL,LODI,CA,95242
059225,MILLSWOOD MIDDLE SCHOOL,LODI,CA,95242
059517,JOE SERNA CHARTER SCHOOL,LODI,CA,95240
054942,VALLEY ROBOTICS ACADEMY,LODI,CA,95242
051445,LOMA LINDA ACADEMY LOMA,LINDA,CA,92354
051448,COASTAL ACADEMY,LOMITA,CA,90717
059017,ALEXANDER FLEMING MIDDLE SCHOOL,LOMITA,CA,90717
051450,CABRILLO HIGH SCHOOL,LOMPOC,CA,93436
051453,KEY TO LEARNING,LOMPOC,CA,93438
051455,LOMPOC HIGH SCHOOL,LOMPOC,CA,93436
051456,NEW LIFE CHRISTIAN ACADEMY,LOMPOC,CA,93436
051457,MAPLE CONTINUATION HIGH SCHOOL,LOMPOC,CA,93436
051997,EL PUENTE CMTY SCH LOMPOC,LOMPOC,CA,93436
051774,OLIVE GROVE CHARTER SCH LOMPOC,LOMPOC,CA,93436
052914,TRIVIUM CHARTER SCH ADVENTURE,LOMPOC,CA,93436
051460,LONE PINE HIGH SCHOOL LONE,PINE,CA,93545
004388,LONG BEACH CITY COLLEGE LONG,BEACH,CA,90808
051464,PACIFIC BAPTIST SCHOOL LONG,BEACH,CA,90806
051465,DAVID STARR JORDAN HIGH SCHOOL LONG,BEACH,CA,90805
051466,EDUCATIONAL PARTNERSHIP HS LONG,BEACH,CA,90813
051467,FIRST BAPTIST CHURCH SCHOOL LONG,BEACH,CA,90813
051474,PREMIERE EDUCATION CHARTER SCH LONG,BEACH,CA,90805
051475,LONG BEACH SCHOOL FOR ADULTS LONG,BEACH,CA,90815
051476,ROBERT A MILLIKAN HIGH SCHOOL LONG,BEACH,CA,90815
051480,LONG BEACH POLYTECHNIC HS LONG,BEACH,CA,90813
051481,MERCED CHRISTIAN ACADEMY LONG,BEACH,CA,90808
051482,NORTH LONG BEACH CDS LONG,BEACH,CA,90805
051486,THE WILLOWS ACADEMY CCS LONG,BEACH,CA,90813
051500,SAINT ANTHONY HIGH SCHOOL LONG,BEACH,CA,90802
051501,RENAISSANCE HIGH SCHOOL ARTS LONG,BEACH,CA,90813
051503,WILL J REID HIGH SCHOOL LONG,BEACH,CA,90815
051504,JUAN RODRIGUEZ CABRILLO HS LONG,BEACH,CA,90810
051505,WOODROW WILSON HIGH SCHOOL LONG,BEACH,CA,90804
051826,PARKRIDGE PRIVATE SCHOOL INC LONG,BEACH,CA,90807
052364,GETHSEMANE BAPTIST CHRISTIAN LONG,BEACH,CA,90805
054359,SELECT COMMUNITY DAY LONG,BEACH,CA,90815
054415,ROSIE THE RIVETER CHARTER HS LONG,BEACH,CA,90803
054455,COLEGIO NEW CITY LONG,BEACH,CA,90813
054525,RANCHO DOMINGUEZ PREP SCHOOL LONG,BEACH,CA,90810
054568,BEACH HIGH SCHOOL LONG,BEACH,CA,90815
054725,ERNEST S MCBRIDE SR HIGH SCHL LONG,BEACH,CA,90808
054789,EDUCATION CORPS LONG,BEACH,CA,90807
059348,COLLINS K-8 LONG,BEACH,CA,90805
059547,CHARLES EVANS HUGHES MIDDLE SCHOOL LONG,BEACH,CA,90807
059505,BETHANY LUTHERAN SCHOOL LONG,BEACH,CA,90808
059551,ALEXANDER HAMILTON MIDDLE SCHOOL LONG,BEACH,CA,90805
059565,FRANKLIN CLASSICAL MIDDLE SCHOOL LONG,BEACH,CA,90802
059561,LINDBERGH STEM ACADEMY LONG,BEACH,CA,90805
059546,JEFFERSON LEADERSHIP ACADEMY LONG,BEACH,CA,90804
059566,HUBERT BANCROFT MIDDLE SCHOOL LONG,BEACH,CA,90808
059563,MARSHALL ACADEMY OF THE ARTS LONG,BEACH,CA,90808
059558,LELAND STANFORD MIDDLE SCHOOL LONG,BEACH,CA,90815
059562,LINDSEY ACADEMY LONG,BEACH,CA,90805
059559,WILLIAM LOGAN STEPHENS MIDDLE SCHOOL LONG,BEACH,CA,90810
059550,HILL CLASSICAL MIDDLE SCHOOL LONG,BEACH,CA,90815
059568,WASHINGTON MIDDLE SCHOOL LONG,BEACH,CA,90813
059552,WILL ROGERS MIDDLE SCHOOL LONG,BEACH,CA,90803
059564,ELLWOOD P CUBBERLEY ELEMENTARY SCHOOL LONG,BEACH,CA,90808
059548,ELIZABETH HUDSON SCHOOL LONG,BEACH,CA,90810
059557,JOHN MUIR K-8 ACADEMY LONG,BEACH,CA,90810
059555,NEWCOMB ACADEMY LONG,BEACH,CA,90808
059560,TINCHER PREPARATORY SCHOOL LONG,BEACH,CA,90815
059554,COLIN POWELL ACADEMY FOR SUCCESS LONG,BEACH,CA,90805
059553,JACKIE ROBINSON ACADEMY LONG,BEACH,CA,90806
059500,PATRICK HENRY K 8 SCHOOL LONG,BEACH,CA,90808
054837,SATO ACADEMY OF MATH & SCIENCE LONG,BEACH,CA,90815
059783,HELEN KELLER MIDDLE SCHOOL LONG,BEACH,CA,90808
001263,BROOKS COLLEGE LONG,BEACH,CA,90804
001934,DEVRY UNIVERSITY LONG BEACH CA LONG,BEACH,CA,90806
003162,NATIONAL INST TECH LONG,BEACH,CA,90810
003594,CALIFORNIA STATE UNIV APPLY LONG,BEACH,CA,90802
004259,RICHARDSON LAURA LONG,BEACH,CA,90802
004389,CALIF ST UNIV LONG BEACH LONG,BEACH,CA,90840
007366,LOWENTHAL ALAN LONG,BEACH,CA,90802
008805,EDUC TALENT SRCH CSU LONG BCH LONG,BEACH,CA,90815
050913,RICHARD D BROWNING HIGH SCHOOL LONG,BEACH,CA,90804
051253,INTELLECTUAL VIRTUES ACADEMY LONG,BEACH,CA,90813
051630,CLEAR PASSAGE EDUCATIONAL CTR LONG,BEACH,CA,90813
051507,DEL ORO HIGH SCHOOL,LOOMIS,CA,95650
052989,SIERRA CHRISTIAN HIGH SCHOOL,LOOMIS,CA,95650
051491,LAUREL HIGH SCHOOL LOS,ALAMITOS,CA,90720
051508,LOS ALAMITOS HIGH SCHOOL LOS,ALAMITOS,CA,90720
004315,FOOTHILL COLLEGE LOS,ALTOS,CA,94022
051510,LOS ALTOS HIGH SCHOOL LOS,ALTOS,CA,94022
052209,SCHOOL FOR INDEPENDENT LEARNER LOS,ALTOS,CA,94022
051512,PINEWOOD SCHOOL LOS ALTOS,HILLS,CA,94022
004391,LOS ANGELES CITY COLLEGE LOS,ANGELES,CA,90029
004400,LOS ANGELES TRADE-TECH COLLEGE LOS,ANGELES,CA,90015
004409,LOS ANGELES SOUTHWEST COLLEGE LOS,ANGELES,CA,90047
004457,FASHION INST DESIGN MRCHNDSNG LOS,ANGELES,CA,90015
004520,MOUNT SAINT MARYS COLL-DOHENY LOS,ANGELES,CA,90007
050321,LE LYCEE FRANCAIS DE LOS ANGEL LOS,ANGELES,CA,90034
051058,RIBET ACADEMY LOS,ANGELES,CA,90065
051515,EAST LA SKILLS CTR - WILSON HS LOS,ANGELES,CA,90032
051516,ABRAM FRIEDMAN OCC CTR LOS,ANGELES,CA,90015
051520,ABRAHAM LINCOLN HIGH SCHOOL LOS,ANGELES,CA,90031
051521,ARSHAG DICKRANIAN ARMENIAN SCH LOS,ANGELES,CA,90038
051523,LOCKE SENIOR HIGH SCHOOL LOS,ANGELES,CA,90061
051525,ALEXANDER HAMILTON HIGH SCHOOL LOS,ANGELES,CA,90034
051532,MID CITY MAGNET SCHOOL LOS,ANGELES,CA,90018
051533,BAIS YAAKOV SCHOOL FOR GIRLS LOS,ANGELES,CA,90036
051534,OHEL CHANA HIGH SCHOOL LOS,ANGELES,CA,90036
051535,BELMONT COMMUNITY ADULT SCHOOL LOS,ANGELES,CA,90026
051540,BELMONT HIGH SCHOOL LOS,ANGELES,CA,90026
051550,BENJAMIN FRANKLIN HIGH SCHOOL LOS,ANGELES,CA,90042
051552,BISHOP CONATY OUR LADY LORETTO LOS,ANGELES,CA,90006
051553,BOYLE HEIGHTS HIGH SCHOOL LOS,ANGELES,CA,90033
051554,BISHOP MORA SALESIAN HS LOS,ANGELES,CA,90023
051555,BRENTWOOD SCHOOL LOS,ANGELES,CA,90049
051557,CESAR CHAVEZ CDS LOS,ANGELES,CA,90023
051558,CALIFORNIA TECHNICAL HS LOS,ANGELES,CA,90047
051560,CATHEDRAL HIGH SCHOOL LOS,ANGELES,CA,90012
051561,LA CENTER ENRICHED STUDIES LOS,ANGELES,CA,90035
051563,CENTRAL HIGH SCHOOL LOS,ANGELES,CA,90021
051564,BUSINESS INDUSTRY SCHOOL LOS,ANGELES,CA,90043
051566,CHEVIOT HILLS HIGH SCHOOL LOS,ANGELES,CA,90034
051569,CRENSHAW HIGH SCHOOL LOS,ANGELES,CA,90043
051573,DEL REY HIGH SCHOOL LOS,ANGELES,CA,90045
051575,DAVID STARR JORDAN HS LOS,ANGELES,CA,90002
051576,DOWNTOWN MAGNETS HIGH SCHOOL LOS,ANGELES,CA,90012
051577,DOLORES MISSION CDS LOS,ANGELES,CA,90033
051578,CENTRAL JUVENILE HALL LOS,ANGELES,CA,90033
051579,EAST LOS ANGELES OCCUPATIONAL LOS,ANGELES,CA,90033
051580,EAGLE ROCK HIGH SCHOOL LOS,ANGELES,CA,90041
051583,EVANS COMMUNITY ADULT SCHOOL LOS,ANGELES,CA,90012
051585,WESTSIDE COMMUNITY ADULT SCHL LOS,ANGELES,CA,90046
051587,AVIVA HIGH SCHOOL LOS,ANGELES,CA,90046
051588,EAST LOS ANGELES SKILLS CENTER LOS,ANGELES,CA,90031
051589,FRANKLIN COMMUNITY ADULT SCH LOS,ANGELES,CA,90042
051590,FAIRFAX HIGH SCHOOL LOS,ANGELES,CA,90046
051594,FREMONT WASHINGTON COMMUNITY ADULT SCHOOL LOS,ANGELES,CA,90003
051595,RICHARD A ALONZO COMM DAY SCH LOS,ANGELES,CA,90028
051596,GARFIELD COMMUNITY ADULT SCH LOS,ANGELES,CA,90022
051598,ALLIANCE OUCHI-O'DONOVAN 6-12 LOS,ANGELES,CA,90043
051600,GEORGE WASHINGTON CMTY ADULT S LOS,ANGELES,CA,90047
051601,HARRIS NEWMARK HIGH SCHOOL LOS,ANGELES,CA,90026
051605,GEORGE WASHINGTON PREP HS LOS,ANGELES,CA,90047
051608,HARVEST CHRISTIAN ACADEMY LOS,ANGELES,CA,90041
051609,HENRY SALVATORI EDUC CENTER LOS,ANGELES,CA,90013
051610,EVANS COMM ADULT SCH HOLLYWOOD LOS,ANGELES,CA,90028
051611,H RANDOLPH MOORE CDS LOS,ANGELES,CA,90001
051612,FUSION ACADEMY - LOS ANGELES LOS,ANGELES,CA,90025
051613,YOUTHBUILD CHARTER-CENTRAL CA LOS,ANGELES,CA,90015
051615,HOLLYWOOD HIGH SCHOOL LOS,ANGELES,CA,90028
051620,SOUTH REGION HS #2A-PUBLIC SER LOS,ANGELES,CA,90001
051621,SOUTH REGION HS #2-PRFRM ARTS LOS,ANGELES,CA,90001
051622,GREEN DESIGN COMMUNITY SCHOOL LOS,ANGELES,CA,90001
051623,ARTLAB HIGH SCHOOL LOS,ANGELES,CA,90065
051625,IMMACULATE HEART HIGH SCHOOL LOS,ANGELES,CA,90028
051627,INDIAN SPRINGS HIGH SCHOOL LOS,ANGELES,CA,90025
051635,JAMES A GARFIELD HIGH SCHOOL LOS,ANGELES,CA,90022
051642,NEW CREATION CHRISTIAN FAITH LOS,ANGELES,CA,90047
051645,JOHN C FREMONT HIGH SCHOOL LOS,ANGELES,CA,90003
051650,JOHN MARSHALL HIGH SCHOOL LOS,ANGELES,CA,90027
051651,DC ACADEMY LOS,ANGELES,CA,90026
051652,LAUSD/USC MEDIA ARTS ENGR MAGN LOS,ANGELES,CA,90007
051655,DR JOSEPH P WIDNEY HIGH SCHOOL LOS,ANGELES,CA,90018
051656,ANIMO LEROY LOCKE 3 COLG PREP LOS,ANGELES,CA,90061
051657,BNOS ESTHER HIGH SCHOOL LOS,ANGELES,CA,90036
051659,SOJOURNER TRUTH LOS,ANGELES,CA,90061
051660,LOS ANGELES LEADERSHIP ACAD HS LOS,ANGELES,CA,90031
051662,UCLA COMMUNITY SCHOOL LOS,ANGELES,CA,90005
051663,ALLIANCE RENEE & MEYER LUSKIN LOS,ANGELES,CA,90043
051671,LITTLE CITIZENS WEST SIDE ACAD LOS,ANGELES,CA,90062
051672,KING DREW MAGNET HS MED/SCI LOS,ANGELES,CA,90059
051673,DOROTHY KIRBY CENTER SCHOOL LOS,ANGELES,CA,90022
051674,NEILSON ACADEMY LOS,ANGELES,CA,90068
051675,LOS ANGELES COMMUNITY ADULT SC LOS,ANGELES,CA,90019
051677,LOS ANGELES CNTY HS FOR ARTS LOS,ANGELES,CA,90032
051679,LOS ANGELES EDUCATION CORPS LOS,ANGELES,CA,90007
051680,LOS ANGELES SENIOR HIGH SCHOOL LOS,ANGELES,CA,90019
051683,POSEIDON SCHOOL LOS,ANGELES,CA,90064
051685,LOYOLA HIGH SCHOOL LOS,ANGELES,CA,90006
051695,MANUAL ARTS-JEFF COMMUNITY ADULT SCHOOL LOS,ANGELES,CA,90037
051700,MANUAL ARTS SENIOR HIGH SCHOOL LOS,ANGELES,CA,90037
051708,STUDENT EMPOWERMENT ACADEMY LOS,ANGELES,CA,90011
051709,MAXINE WATERS EMPLOYMT PRE CNT LOS,ANGELES,CA,90059
051710,MARLBOROUGH SCHOOL LOS,ANGELES,CA,90004
051712,FAMILY GATHERING CHRSTN ACAD LOS,ANGELES,CA,90003
051713,MARLTON CHARTER SCHOOL LOS,ANGELES,CA,90008
051715,MARYMOUNT HIGH SCHOOL LOS,ANGELES,CA,90077
051716,GREEN PASTURES ACADEMY LOS,ANGELES,CA,90004
051718,HAROLD MCALISTER HIGH SCHOOL LOS,ANGELES,CA,90057
051719,F BRAVO MEDICAL MAGNET HS LOS,ANGELES,CA,90033
051720,METROPOLITAN HIGH SCHOOL LOS,ANGELES,CA,90021
051722,MIDDLE COLLEGE HIGH SCHOOL LOS,ANGELES,CA,90047
051723,MONTECITO PARK BAPTIST SCHOOL LOS,ANGELES,CA,90031
051724,METROPOLITAN SKILLS CENTER LOS,ANGELES,CA,90057
051726,MARYS SCHOOLHOUSE LOS,ANGELES,CA,90027
051727,MILKEN COMMUNITY SCHOOL LOS,ANGELES,CA,90049
051728,WALLIS ANNENBERG HIGH SCHOOL LOS,ANGELES,CA,90037
051729,NEW COVENANT ACADEMY LOS,ANGELES,CA,90020
051730,NOTRE DAME ACADEMY LOS,ANGELES,CA,90064
051731,ATERET ISRAEL HIGH SCHOOL LOS,ANGELES,CA,90035
051734,OHR HAEMET INSTITUTE FOR GIRLS LOS,ANGELES,CA,90035
051737,LOS ANGELES RIVER SCHOOL LOS,ANGELES,CA,90065
051739,LOS ANGELES BIG PICTURE HIGH SCHOOL LOS,ANGELES,CA,90017
051749,PHOENIX CONTINUATION HS LOS,ANGELES,CA,90066
051752,PILGRIM SCHOOL LOS,ANGELES,CA,90020
051755,RAMONA HIGH SCHOOL LOS,ANGELES,CA,90063
051757,EAST LA OCCUP CTR ROOSEVELT CM LOS,ANGELES,CA,90033
051758,ROSE AND ALEX PILIBOS ARMENIAN LOS,ANGELES,CA,90027
051759,REJOICE IN JESUS CHRISTIAN SCH LOS,ANGELES,CA,90019
051760,SACRED HEART HIGH SCHOOL LOS,ANGELES,CA,90031
051763,RENAISSANCE ARTS ACADEMY LOS,ANGELES,CA,90065
051764,CENTRAL CITY VALUE HIGH SCHOOL LOS,ANGELES,CA,90004
051776,AMBASSADOR SCHL GLOBAL LDRSHP LOS,ANGELES,CA,90005
051777,FREDERICK K C PRICE III SCHOOL LOS,ANGELES,CA,90044
051779,ALLIANCE DR OLGA MOHAN HIGH SC LOS,ANGELES,CA,90015
051781,OSCAR DE LA HOYA ANIMO CHARTER LOS,ANGELES,CA,90023
051784,SUMMIT VIEW WEST SCHOOL LOS,ANGELES,CA,90066
051788,FOSHAY LEARNING CENTER LOS,ANGELES,CA,90018
051791,SECONDARY CDS LOS,ANGELES,CA,90017
051792,SHALHEVET HIGH SCHOOL LOS,ANGELES,CA,90036
051795,SUSAN MILLER DORSEY HIGH SCHL LOS,ANGELES,CA,90016
051797,TESTIMONIAL CHRISTIAN SCHOOL LOS,ANGELES,CA,90062
051802,SOLEDAD ENRICHMENT ACTION CHARTER SCHOOL LOS,ANGELES,CA,90004
051804,ALLIANCE CINDY/BILL SIMON TECH LOS,ANGELES,CA,90059
051805,THEODORE ROOSEVELT SENIOR HS LOS,ANGELES,CA,90033
051806,LOS ANGELES TECHNOLOGY CENTER LOS,ANGELES,CA,90018
051810,THOMAS JEFFERSON CMTY ADULT SC LOS,ANGELES,CA,90011
051811,ORTHOPAEDIC HOSP MED MAGNET HS LOS,ANGELES,CA,90007
051812,SECOND CHANCE CAL-SAFE LOS,ANGELES,CA,90027
051813,BOYLE HEIGHTS TECHNOLOGY ACAD LOS,ANGELES,CA,90023
051814,THOMAS RILEY HIGH SCHOOL LOS,ANGELES,CA,90002
051815,THOMAS JEFFERSON HIGH SCHOOL LOS,ANGELES,CA,90011
051817,HOLLYWOOD MEDIA ARTS ACADEMY LOS,ANGELES,CA,90038
051821,JOEL JOHN SCHOLASTIC ACADEMY LOS,ANGELES,CA,90011
051822,DESTINY GIRLS ACADEMY LOS,ANGELES,CA,90003
051823,JORDAN NEW TECH HIGH SCHOOL LOS,ANGELES,CA,90002
051825,UNIVERSITY HIGH SCHOOL LOS,ANGELES,CA,90025
051827,VENICE SKILLS CTR - VENICE HS LOS,ANGELES,CA,90066
051828,VENICE HIGH SCHOOL LOS,ANGELES,CA,90066
051829,VERBUM DEI HIGH SCHOOL LOS,ANGELES,CA,90059
051830,WESTCHESTER HIGH SCHOOL LOS,ANGELES,CA,90045
051831,VETERANS COUNS & GUIDANCE CTR LOS,ANGELES,CA,90043
051832,VIEW PARK HIGH SCHOOL LOS,ANGELES,CA,90016
051833,WALT WHITMAN HIGH SCHOOL LOS,ANGELES,CA,90036
051836,WESTVIEW SCHOOL LOS,ANGELES,CA,90066
051839,JOHN HOPE HIGH SCHOOL LOS,ANGELES,CA,90003
051840,WOODROW WILSON HIGH SCHOOL LOS,ANGELES,CA,90032
051841,YULA BOYS HIGH SCHOOL LOS,ANGELES,CA,90035
051842,YESHIVA GEDOLAH OF LOS ANGELES LOS,ANGELES,CA,90036
051843,YESHIVA UNIV HS LOS ANGELES LOS,ANGELES,CA,90035
051844,YOUTH OPPORTUNITIES UNLIMITED LOS,ANGELES,CA,90044
051849,VILLAGE GLEN WEST LOS,ANGELES,CA,90066
051850,VSC - EMERSON LEARNING CENTER LOS,ANGELES,CA,90045
051852,WILDWOOD SCHOOL LOS,ANGELES,CA,90064
051853,WEST HOLLYWOOD COMM DAY SCHOOL LOS,ANGELES,CA,90046
051861,BNOS DEVORAH HIGH SCHOOL LOS,ANGELES,CA,90036
051862,EDWARD R ROYBAL LEARNING CNTR LOS,ANGELES,CA,90026
051880,LOS ANGELES ADVENTIST ACADEMY LOS,ANGELES,CA,90059
052148,WEST COAST TALMUDICAL SEMINARY LOS,ANGELES,CA,90046
052339,ARCHER SCHOOL FOR GIRLS LOS,ANGELES,CA,90049
052608,CITY OF ANGELS SCHOOL LOS,ANGELES,CA,90063
053323,WINDWARD SCHOOL LOS,ANGELES,CA,90066
053904,VIEW PARK PREP HIGH SCHOOL LOS,ANGELES,CA,90043
053910,CRENSHAW ARTS/TECH CHARTER HS LOS,ANGELES,CA,90008
053974,SANTEE EDUCATION COMPLEX LOS,ANGELES,CA,90011
053975,ANIMO S LOS ANGELES CHARTER HS LOS,ANGELES,CA,90047
053983,ALLIANCE GERTZ-RESSLER HIGH SC LOS,ANGELES,CA,90007
053991,CAMINO NUEVO HIGH SCHOOL LOS,ANGELES,CA,90026
054010,OPPORTUNITIES UNLIMITED CHR HS LOS,ANGELES,CA,90037
054025,NEW DESIGNS CHARTER SCHOOL LOS,ANGELES,CA,90007
054053,SCHOOL BUS TOUR CONTRERAS LRN LOS,ANGELES,CA,90017
054057,LOS ANGELES SCH GLOBAL STUDIES LOS,ANGELES,CA,90017
054088,ALLIANCE JUDY BURTON TECH ACAD LOS,ANGELES,CA,90003
054091,MONTEREY HIGH SCHOOL LOS,ANGELES,CA,90022
054121,LOS ANGELES COLG PREP ACADEMY LOS,ANGELES,CA,90042
054162,LOS ANGELES HS OF THE ARTS LOS,ANGELES,CA,90005
054163,ALLIANCE M&E STERN MATH SCI SC LOS,ANGELES,CA,90032
054165,NEW VILLAGE GIRLS ACADEMY LOS,ANGELES,CA,90026
054179,FREDERICK DOUGLASS ACADEMY HS LOS,ANGELES,CA,90018
054199,ANIMO JACKIE ROBINSON CHRT SCH LOS,ANGELES,CA,90007
054207,BRIGHT STAR SECONDARY ACADEMY LOS,ANGELES,CA,90047
054215,LOU DANTZLER PREP CHARTER HS LOS,ANGELES,CA,90056
054218,ALLIANCE PATTI & PETER ACADEMY LOS,ANGELES,CA,90037
054224,ARETE PREPARATORY ACADEMY LOS,ANGELES,CA,90064
054225,WEST ADAMS PREPARATORY HS LOS,ANGELES,CA,90007
054235,ANIMO LOCKE TECH CHARTER HS LOS,ANGELES,CA,90059
054238,ANIMO PAT BROWN CHARTER HS LOS,ANGELES,CA,90001
054243,SCHOOL VISUAL ARTS HUMANITIES LOS,ANGELES,CA,90005
054247,ACADEMIA AVANCE CHARTER SCHOOL LOS,ANGELES,CA,90042
054251,FRIDA KAHLO HIGH SCHOOL LOS,ANGELES,CA,90011
054252,ANIMO JUSTICE CHARTER HIGH SCH LOS,ANGELES,CA,90011
054254,ACADEMIC LEADERSHIP COMMUNITY LOS,ANGELES,CA,90017
054259,ANIMO RALPH BUNCHE CHARTER HS LOS,ANGELES,CA,90011
054261,WHITNEY YOUNG HIGH SCHOOL LOS,ANGELES,CA,90043
054283,ANIMO WATTS COLLEGE PREP ACDMY LOS,ANGELES,CA,90061
054291,APEX ACADEMY HIGH SCHOOL LOS,ANGELES,CA,90028
054292,MESIVTA BIRKAS YITZCHOK LOS,ANGELES,CA,90035
054295,CIVITAS SCHOOL OF LEADERSHIP LOS,ANGELES,CA,90026
054305,PUEBLO DE LOS ANGELES HIGH SCH LOS,ANGELES,CA,90031
